file,gensize,run,name,score,auc,itb,duration_ms,memory_kb
tsp/eil51.tsp,800,2,haco_with_local,430.000000,369463.500000,235,7152,1794
tsp/eil51.tsp,800,3,haco_with_local,428.000000,366778.000000,335,7121,1114
tsp/eil51.tsp,800,4,haco_with_local,429.000000,385562.500000,145,7317,2094
tsp/eil51.tsp,800,5,haco_with_local,430.000000,362244.000000,30,7050,1905
tsp/eil51.tsp,800,6,haco_with_local,426.000000,366626.500000,10,7134,173
tsp/eil51.tsp,800,7,haco_with_local,429.000000,369468.000000,40,7186,1382
tsp/eil51.tsp,800,8,haco_with_local,430.000000,369401.000000,50,7218,282
tsp/eil51.tsp,800,9,haco_with_local,431.000000,365102.000000,115,7095,1675
tsp/eil51.tsp,800,10,haco_with_local,429.000000,373756.500000,85,7256,3062
tsp/eil51.tsp,800,11,haco_with_local,430.000000,376345.500000,170,7120,996
tsp/eil51.tsp,800,12,haco_with_local,429.000000,368776.000000,65,7313,808
tsp/eil51.tsp,800,13,haco_with_local,431.000000,363740.500000,145,7128,1389
tsp/eil51.tsp,800,14,haco_with_local,428.000000,390531.000000,110,7439,2567
tsp/eil51.tsp,800,15,haco_with_local,429.000000,367107.000000,80,7154,2640
tsp/eil51.tsp,800,16,haco_with_local,430.000000,374067.000000,10,7206,1760
tsp/eil51.tsp,800,17,haco_with_local,428.000000,386872.000000,5,7265,570
tsp/eil51.tsp,800,18,haco_with_local,428.000000,368453.000000,505,7124,1855
tsp/eil51.tsp,800,19,haco_with_local,428.000000,363229.500000,685,7069,2607
tsp/eil51.tsp,800,20,haco_with_local,428.000000,382769.500000,135,7320,2801
tsp/eil51.tsp,1000,1,aco,448.000000,493663.000000,40,6941,422
tsp/eil51.tsp,1000,2,aco,443.000000,462622.000000,43,6956,574
tsp/eil51.tsp,1000,3,aco,450.000000,482385.500000,477,6917,1629
tsp/eil51.tsp,1000,4,aco,444.000000,461720.500000,366,6938,2494
tsp/eil51.tsp,1000,5,aco,442.000000,462024.500000,846,6969,1021
tsp/eil51.tsp,1000,6,aco,440.000000,489501.500000,62,6946,1893
tsp/eil51.tsp,1000,7,aco,447.000000,484517.500000,91,6907,1540
tsp/eil51.tsp,1000,8,aco,447.000000,466271.000000,46,6931,2319
tsp/eil51.tsp,1000,9,aco,442.000000,464242.500000,426,6941,1146
tsp/eil51.tsp,1000,10,aco,439.000000,463087.000000,45,6919,708
tsp/eil51.tsp,1000,11,aco,444.000000,463193.000000,463,6948,1830
tsp/eil51.tsp,1000,12,aco,443.000000,462482.000000,748,6954,1549
tsp/eil51.tsp,1000,13,aco,444.000000,462786.500000,932,6973,1581
tsp/eil51.tsp,1000,14,aco,454.000000,497306.000000,100,6936,369
tsp/eil51.tsp,1000,15,aco,459.000000,497264.500000,760,6945,1880
tsp/eil51.tsp,1000,16,aco,442.000000,464641.500000,45,6961,1299
tsp/eil51.tsp,1000,17,aco,442.000000,461883.500000,339,6940,2327
tsp/eil51.tsp,1000,18,aco,445.000000,462137.500000,46,6940,1364
tsp/eil51.tsp,1000,19,aco,453.000000,489142.000000,291,6949,3052
tsp/eil51.tsp,1000,20,aco,437.000000,462171.500000,19,6957,1447
tsp/eil51.tsp,500,1,aco,447.000000,235795.000000,304,3514,2353
tsp/eil51.tsp,500,2,aco,453.000000,243987.000000,384,3493,1484
tsp/eil51.tsp,500,3,aco,447.000000,230915.500000,75,3515,746
tsp/eil51.tsp,500,4,aco,442.000000,231772.000000,227,3531,471
tsp/eil51.tsp,500,5,aco,454.000000,247452.500000,27,3500,993
tsp/eil51.tsp,500,6,aco,442.000000,231005.500000,61,3520,3113
tsp/eil51.tsp,500,7,aco,451.000000,246254.000000,23,3527,1006
tsp/eil51.tsp,500,8,aco,447.000000,231261.500000,122,3516,3178
tsp/eil51.tsp,500,9,aco,460.000000,248120.500000,29,3526,586
tsp/eil51.tsp,500,10,aco,450.000000,244879.500000,80,3516,1755
tsp/eil51.tsp,500,11,aco,447.000000,231518.000000,51,3526,2899
tsp/eil51.tsp,500,12,aco,453.000000,232519.000000,106,3525,1896
tsp/eil51.tsp,500,13,aco,446.000000,231056.000000,85,3527,956
tsp/eil51.tsp,500,14,aco,450.000000,231346.000000,30,3541,524
tsp/eil51.tsp,500,15,aco,459.000000,246038.500000,33,3521,1296
tsp/eil51.tsp,500,16,aco,446.000000,231591.500000,10,3526,1861
tsp/eil51.tsp,500,17,aco,444.000000,233130.500000,175,3535,2467
tsp/eil51.tsp,500,18,aco,449.000000,231271.500000,63,3520,1328
tsp/eil51.tsp,500,19,aco,449.000000,231544.500000,125,3518,2082
tsp/eil51.tsp,500,20,aco,447.000000,231869.500000,169,3493,760
tsp/eil51.tsp,800,1,aco,443.000000,370121.500000,41,5615,386
tsp/eil51.tsp,800,2,aco,450.000000,369905.500000,149,5601,1292
tsp/eil51.tsp,800,3,aco,448.000000,371792.000000,99,5581,1238
tsp/eil51.tsp,800,4,aco,440.000000,373691.500000,421,5579,884
tsp/eil51.tsp,800,5,aco,439.000000,392942.500000,15,5585,768
tsp/eil51.tsp,800,6,aco,442.000000,370213.500000,70,5586,948
tsp/eil51.tsp,800,7,aco,449.000000,371524.000000,236,5561,197
tsp/eil51.tsp,800,8,aco,455.000000,393648.500000,40,5536,2015
tsp/eil51.tsp,800,9,aco,440.000000,389900.500000,524,5565,3142
tsp/eil51.tsp,800,10,aco,443.000000,395507.500000,29,5554,2980
tsp/eil51.tsp,800,11,aco,443.000000,370824.000000,102,5590,1981
tsp/eil51.tsp,800,12,aco,452.000000,370149.000000,313,5588,2053
tsp/eil51.tsp,800,13,aco,443.000000,370619.500000,28,5599,2700
tsp/eil51.tsp,800,14,aco,450.000000,370176.500000,96,5580,1833
tsp/eil51.tsp,800,15,aco,450.000000,374321.500000,624,5576,2918
tsp/eil51.tsp,800,16,aco,442.000000,371245.000000,138,5579,2541
tsp/eil51.tsp,800,17,aco,449.000000,370558.500000,484,5577,2388
tsp/eil51.tsp,800,18,aco,443.000000,370352.500000,252,5601,2076
tsp/eil51.tsp,800,19,aco,442.000000,369936.000000,328,5558,2503
tsp/eil51.tsp,800,20,aco,449.000000,386995.500000,38,5601,1722
tsp/berlin52.tsp,1000,1,haco_no_local,7679.000000,8260331.500000,40,8156,2328
tsp/berlin52.tsp,1000,2,haco_no_local,7790.000000,9055134.500000,20,8206,988
tsp/berlin52.tsp,1000,3,haco_no_local,7662.000000,8321535.000000,459,8038,424
tsp/berlin52.tsp,1000,4,haco_no_local,7704.000000,8390661.500000,814,7984,1660
tsp/berlin52.tsp,1000,5,haco_no_local,7679.000000,8431984.500000,362,8030,409
tsp/berlin52.tsp,1000,6,haco_no_local,7580.000000,8315195.500000,357,7996,2685
tsp/berlin52.tsp,1000,7,haco_no_local,7662.000000,8357502.500000,589,7970,2381
tsp/berlin52.tsp,1000,8,haco_no_local,7662.000000,8356407.500000,172,8114,3156
tsp/berlin52.tsp,1000,9,haco_no_local,7679.000000,8304550.000000,147,7988,692
tsp/berlin52.tsp,1000,10,haco_no_local,7679.000000,8383628.000000,287,8011,800
tsp/berlin52.tsp,1000,11,haco_no_local,7685.000000,8598908.500000,22,8142,1185
tsp/berlin52.tsp,1000,12,haco_no_local,7665.000000,8378598.000000,151,7996,2614
tsp/berlin52.tsp,1000,13,haco_no_local,7676.000000,8494785.500000,25,8122,1492
tsp/berlin52.tsp,1000,14,haco_no_local,7686.000000,8370989.500000,946,7952,884
tsp/berlin52.tsp,1000,15,haco_no_local,7679.000000,8379182.500000,585,8079,1060
tsp/berlin52.tsp,1000,16,haco_no_local,7679.000000,8378350.500000,72,8040,1873
tsp/berlin52.tsp,1000,17,haco_no_local,7676.000000,8337872.000000,557,8037,2410
tsp/berlin52.tsp,1000,18,haco_no_local,7679.000000,8456264.000000,899,7992,2675
tsp/berlin52.tsp,1000,19,haco_no_local,7679.000000,8260110.000000,89,7945,2398
tsp/berlin52.tsp,1000,20,haco_no_local,7679.000000,8435253.500000,57,8158,1507
tsp/berlin52.tsp,500,1,haco_no_local,7679.000000,4279169.000000,14,4019,2642
tsp/berlin52.tsp,500,2,haco_no_local,7679.000000,4133807.000000,39,3997,3092
tsp/berlin52.tsp,500,3,haco_no_local,7685.000000,4167105.000000,351,4031,3065
tsp/berlin52.tsp,500,4,haco_no_local,7679.000000,4086329.000000,92,4016,3140
tsp/berlin52.tsp,500,5,haco_no_local,7685.000000,4314438.000000,87,4022,329
tsp/berlin52.tsp,500,6,haco_no_local,7679.000000,4160155.500000,313,4026,1154
tsp/berlin52.tsp,500,7,haco_no_local,7679.000000,4167523.500000,67,4036,1674
tsp/berlin52.tsp,500,8,haco_no_local,7668.000000,4028202.000000,277,4048,2841
tsp/berlin52.tsp,500,9,haco_no_local,7658.000000,4178330.500000,141,4034,2569
tsp/berlin52.tsp,500,10,haco_no_local,7662.000000,4166947.500000,385,4023,423
tsp/berlin52.tsp,500,11,haco_no_local,7685.000000,4147824.500000,276,4032,1747
tsp/berlin52.tsp,500,12,haco_no_local,7703.000000,4220091.500000,106,4009,1296
tsp/berlin52.tsp,500,13,haco_no_local,7679.000000,4161598.000000,57,4036,175
tsp/berlin52.tsp,500,14,haco_no_local,7679.000000,4155001.500000,75,4022,744
tsp/berlin52.tsp,500,15,haco_no_local,7668.000000,4128064.000000,192,4028,958
tsp/berlin52.tsp,500,16,haco_no_local,7679.000000,4190008.500000,26,4001,1642
tsp/berlin52.tsp,500,17,haco_no_local,7679.000000,4112697.000000,135,4010,1461
tsp/berlin52.tsp,500,18,haco_no_local,7593.000000,4199040.500000,284,4038,746
tsp/berlin52.tsp,500,19,haco_no_local,7679.000000,4169724.500000,244,4030,1896
tsp/berlin52.tsp,500,20,haco_no_local,7790.000000,4180488.500000,13,4003,1376
tsp/berlin52.tsp,800,1,haco_no_local,7839.000000,6863566.000000,22,6422,1800
tsp/berlin52.tsp,800,2,haco_no_local,7676.000000,6601991.000000,361,6408,196
tsp/berlin52.tsp,800,3,haco_no_local,7679.000000,6628300.500000,217,6448,1562
tsp/berlin52.tsp,800,4,haco_no_local,7668.000000,6652467.000000,18,6393,2763
tsp/berlin52.tsp,800,5,haco_no_local,7668.000000,6512750.000000,137,6417,1717
tsp/berlin52.tsp,800,6,haco_no_local,7679.000000,6721628.500000,28,6442,1964
tsp/berlin52.tsp,800,7,haco_no_local,7679.000000,6819882.000000,14,6409,405
tsp/berlin52.tsp,800,8,haco_no_local,7657.000000,6677247.000000,780,6405,534
tsp/berlin52.tsp,800,9,haco_no_local,7547.000000,6711700.500000,169,6415,142
tsp/berlin52.tsp,800,10,haco_no_local,7679.000000,6656489.000000,35,6441,2095
tsp/berlin52.tsp,800,11,haco_no_local,7547.000000,6635209.000000,266,6438,3072
tsp/berlin52.tsp,800,12,haco_no_local,7679.000000,6692475.000000,51,6494,1925
tsp/berlin52.tsp,800,13,haco_no_local,7679.000000,6703579.500000,652,6404,1034
tsp/berlin52.tsp,800,14,haco_no_local,7679.000000,6676740.000000,202,6419,1237
tsp/berlin52.tsp,800,15,haco_no_local,7547.000000,6599559.500000,341,6429,463
tsp/berlin52.tsp,800,16,haco_no_local,7696.000000,6697381.000000,674,6422,528
tsp/berlin52.tsp,800,17,haco_no_local,7679.000000,6642666.000000,44,6484,1964
tsp/berlin52.tsp,800,18,haco_no_local,7679.000000,6675267.500000,534,6419,2204
tsp/berlin52.tsp,800,19,haco_no_local,7679.000000,6596670.500000,159,6390,1308
tsp/berlin52.tsp,800,20,haco_no_local,7668.000000,6669253.000000,559,6409,3036
tsp/berlin52.tsp,1000,1,haco_with_local,7542.000000,8344981.000000,200,9040,1416
tsp/berlin52.tsp,1000,2,haco_with_local,7542.000000,8236563.000000,30,8858,2504
tsp/berlin52.tsp,1000,3,haco_with_local,7542.000000,8210457.000000,20,8994,2206
tsp/berlin52.tsp,1000,4,haco_with_local,7542.000000,8219432.500000,205,8870,1728
tsp/berlin52.tsp,1000,5,haco_with_local,7542.000000,8354383.500000,115,8925,1460
tsp/berlin52.tsp,1000,6,haco_with_local,7542.000000,8260890.000000,0,8851,1677
tsp/berlin52.tsp,1000,7,haco_with_local,7542.000000,8260503.500000,135,8852,1050
tsp/berlin52.tsp,1000,8,haco_with_local,7542.000000,8266568.500000,145,8981,1342
tsp/berlin52.tsp,1000,9,haco_with_local,7542.000000,8206382.500000,0,8844,1586
tsp/berlin52.tsp,1000,10,haco_with_local,7542.000000,8222435.000000,35,8836,1120
tsp/berlin52.tsp,1000,11,haco_with_local,7542.000000,8265132.000000,240,8911,1017
tsp/berlin52.tsp,1000,12,haco_with_local,7542.000000,8256902.000000,55,8952,3045
tsp/berlin52.tsp,1000,13,haco_with_local,7542.000000,8254808.500000,150,8875,659
tsp/berlin52.tsp,1000,14,haco_with_local,7542.000000,8281644.500000,0,8990,1054
tsp/berlin52.tsp,1000,15,haco_with_local,7542.000000,8267464.500000,100,8848,2346
tsp/berlin52.tsp,1000,16,haco_with_local,7542.000000,8276628.500000,45,8959,651
tsp/berlin52.tsp,1000,17,haco_with_local,7542.000000,8202428.000000,60,8875,1004
tsp/berlin52.tsp,1000,18,haco_with_local,7542.000000,8242471.000000,270,8896,394
tsp/berlin52.tsp,1000,19,haco_with_local,7542.000000,8271905.000000,330,8897,2864
tsp/berlin52.tsp,1000,20,haco_with_local,7542.000000,8251435.500000,40,8847,3126
tsp/berlin52.tsp,500,1,haco_with_local,7542.000000,4170621.000000,40,4478,2175
tsp/berlin52.tsp,500,2,haco_with_local,7542.000000,4151042.000000,95,4432,1518
tsp/berlin52.tsp,500,3,haco_with_local,7542.000000,4108499.000000,25,4447,736
tsp/berlin52.tsp,500,4,haco_with_local,7542.000000,4116694.500000,50,4452,1348
tsp/berlin52.tsp,500,5,haco_with_local,7542.000000,4105461.000000,100,4456,1997
tsp/berlin52.tsp,500,6,haco_with_local,7542.000000,4116571.000000,280,4432,1519
tsp/berlin52.tsp,500,7,haco_with_local,7542.000000,4160210.000000,45,4501,1833
tsp/berlin52.tsp,500,8,haco_with_local,7542.000000,4177685.000000,15,4482,2143
tsp/berlin52.tsp,500,9,haco_with_local,7542.000000,4134693.000000,50,4500,1554
tsp/berlin52.tsp,500,10,haco_with_local,7542.000000,4031698.500000,10,4472,1236
tsp/berlin52.tsp,500,11,haco_with_local,7542.000000,4119364.000000,110,4474,664
tsp/berlin52.tsp,500,12,haco_with_local,7542.000000,4110602.000000,50,4500,134
tsp/berlin52.tsp,500,13,haco_with_local,7542.000000,4123518.000000,60,4473,3050
tsp/berlin52.tsp,500,14,haco_with_local,7542.000000,4118162.000000,190,4518,2719
tsp/berlin52.tsp,500,15,haco_with_local,7542.000000,4085548.000000,190,4464,838
tsp/berlin52.tsp,500,16,haco_with_local,7542.000000,4088562.500000,165,4454,839
tsp/berlin52.tsp,500,17,haco_with_local,7542.000000,4210779.500000,40,4539,2130
tsp/berlin52.tsp,500,18,haco_with_local,7542.000000,4114843.500000,80,4476,2273
tsp/berlin52.tsp,500,19,haco_with_local,7542.000000,4156854.500000,35,4494,1071
tsp/berlin52.tsp,500,20,haco_with_local,7542.000000,4107483.000000,70,4455,3002
tsp/berlin52.tsp,800,1,haco_with_local,7542.000000,6535278.500000,0,7114,987
tsp/berlin52.tsp,800,2,haco_with_local,7542.000000,6651908.500000,115,7112,1891
tsp/berlin52.tsp,800,3,haco_with_local,7542.000000,6641169.500000,70,7143,2808
tsp/berlin52.tsp,800,4,haco_with_local,7542.000000,6606461.000000,0,7148,1971
tsp/berlin52.tsp,800,5,haco_with_local,7542.000000,6317065.500000,30,7140,1856
tsp/berlin52.tsp,800,6,haco_with_local,7542.000000,6467465.000000,20,7057,3126
tsp/berlin52.tsp,800,7,haco_with_local,7542.000000,6623717.000000,140,7084,812
tsp/berlin52.tsp,800,8,haco_with_local,7542.000000,6617597.000000,265,7119,2949
tsp/berlin52.tsp,800,9,haco_with_local,7542.000000,6621112.500000,450,7141,2757
tsp/berlin52.tsp,800,10,haco_with_local,7542.000000,6330088.000000,85,7216,2741
tsp/berlin52.tsp,800,11,haco_with_local,7542.000000,6595985.000000,10,7088,269
tsp/berlin52.tsp,800,12,haco_with_local,7542.000000,6620241.500000,190,7152,1433
tsp/berlin52.tsp,800,13,haco_with_local,7542.000000,6772577.000000,35,7182,1299
tsp/berlin52.tsp,800,14,haco_with_local,7542.000000,6608746.500000,25,7104,1584
tsp/berlin52.tsp,800,15,haco_with_local,7542.000000,6620945.500000,0,7082,151
tsp/berlin52.tsp,800,16,haco_with_local,7542.000000,6638583.000000,5,7053,1987
tsp/berlin52.tsp,800,17,haco_with_local,7542.000000,6599927.000000,165,7110,692
tsp/berlin52.tsp,800,18,haco_with_local,7542.000000,6574776.000000,35,7106,1871
tsp/berlin52.tsp,800,19,haco_with_local,7542.000000,6513770.000000,10,7084,2069
tsp/berlin52.tsp,800,20,haco_with_local,7542.000000,6586645.000000,90,7079,3053
tsp/berlin52.tsp,1000,1,aco,7547.000000,8201427.500000,671,7297,608
tsp/berlin52.tsp,1000,2,aco,7679.000000,8254260.500000,22,7270,939
tsp/berlin52.tsp,1000,3,aco,7679.000000,8232255.500000,719,7282,1306
tsp/berlin52.tsp,1000,4,aco,7679.000000,8216242.500000,23,7296,2417
tsp/berlin52.tsp,1000,5,aco,7676.000000,8192387.000000,451,7289,293
tsp/berlin52.tsp,1000,6,aco,7679.000000,8259502.000000,485,7310,3152
tsp/berlin52.tsp,1000,7,aco,7547.000000,8198003.000000,592,7321,2596
tsp/berlin52.tsp,1000,8,aco,7668.000000,8215479.000000,113,7295,2539
tsp/berlin52.tsp,1000,9,aco,7662.000000,8204914.500000,895,7282,2267
tsp/berlin52.tsp,1000,10,aco,7569.000000,8226554.500000,753,7311,2320
tsp/berlin52.tsp,1000,11,aco,7679.000000,8208560.500000,45,7304,2340
tsp/berlin52.tsp,1000,12,aco,7665.000000,8213229.000000,93,7309,1907
tsp/berlin52.tsp,1000,13,aco,7679.000000,8194788.500000,204,7302,2728
tsp/berlin52.tsp,1000,14,aco,7547.000000,8229629.000000,227,7310,1757
tsp/berlin52.tsp,1000,15,aco,7662.000000,8200999.500000,217,7314,2840
tsp/berlin52.tsp,1000,16,aco,7665.000000,8247190.000000,178,7297,192
tsp/berlin52.tsp,1000,17,aco,7685.000000,8232090.500000,104,7247,1893
tsp/berlin52.tsp,1000,18,aco,7685.000000,8250608.500000,281,7265,2944
tsp/berlin52.tsp,1000,19,aco,7547.000000,8202911.500000,446,7328,2787
tsp/berlin52.tsp,1000,20,aco,7668.000000,8199818.000000,70,7293,1767
tsp/berlin52.tsp,500,1,aco,7682.000000,4122593.000000,232,3725,1360
tsp/berlin52.tsp,500,2,aco,7662.000000,4095132.500000,101,3701,2346
tsp/berlin52.tsp,500,3,aco,7668.000000,4110490.500000,71,3688,689
tsp/berlin52.tsp,500,4,aco,7712.000000,4122190.500000,382,3704,941
tsp/berlin52.tsp,500,5,aco,7795.000000,4114899.500000,336,3670,1027
tsp/berlin52.tsp,500,6,aco,7662.000000,4096883.000000,13,3701,2226
tsp/berlin52.tsp,500,7,aco,7685.000000,4117155.500000,265,3702,572
tsp/berlin52.tsp,500,8,aco,7679.000000,4082742.500000,215,3695,2108
tsp/berlin52.tsp,500,9,aco,7679.000000,4101133.000000,64,3716,360
tsp/berlin52.tsp,500,10,aco,7662.000000,4106019.000000,267,3691,1184
tsp/berlin52.tsp,500,11,aco,7679.000000,4096662.500000,107,3707,2035
tsp/berlin52.tsp,500,12,aco,7679.000000,4089479.000000,69,3683,2746
tsp/berlin52.tsp,500,13,aco,7774.000000,4113971.000000,275,3716,517
tsp/berlin52.tsp,500,14,aco,7679.000000,4101637.500000,42,3700,3104
tsp/berlin52.tsp,500,15,aco,7662.000000,4090971.000000,63,3721,2590
tsp/berlin52.tsp,500,16,aco,7756.000000,4117874.500000,278,3727,3080
tsp/berlin52.tsp,500,17,aco,7679.000000,4113963.500000,132,3705,988
tsp/berlin52.tsp,500,18,aco,7679.000000,4094101.000000,25,3712,2233
tsp/berlin52.tsp,500,19,aco,7662.000000,4084515.000000,435,3731,1609
tsp/berlin52.tsp,500,20,aco,7662.000000,4105858.000000,249,3707,1866
tsp/berlin52.tsp,800,1,aco,7662.000000,6545730.500000,746,5902,1646
tsp/berlin52.tsp,800,2,aco,7547.000000,6541169.500000,395,5880,505
tsp/berlin52.tsp,800,3,aco,7662.000000,6553561.500000,439,5884,2822
tsp/berlin52.tsp,800,4,aco,7662.000000,6568744.000000,9,5858,2784
tsp/berlin52.tsp,800,5,aco,7679.000000,6556708.000000,156,5863,303
tsp/berlin52.tsp,800,6,aco,7662.000000,6561351.500000,478,5858,1006
tsp/berlin52.tsp,800,7,aco,7679.000000,6564261.500000,270,5859,1736
tsp/berlin52.tsp,800,8,aco,7679.000000,6587222.500000,98,5873,2121
tsp/berlin52.tsp,800,9,aco,7679.000000,6559483.000000,267,5843,3155
tsp/berlin52.tsp,800,10,aco,7547.000000,6550860.000000,147,5848,2741
tsp/berlin52.tsp,800,11,aco,7662.000000,6553755.000000,93,5879,1773
tsp/berlin52.tsp,800,12,aco,7627.000000,6578153.500000,108,5859,849
tsp/berlin52.tsp,800,13,aco,7662.000000,6573482.000000,14,5851,1857
tsp/berlin52.tsp,800,14,aco,7679.000000,6558909.500000,123,5855,1003
tsp/berlin52.tsp,800,15,aco,7679.000000,6566308.500000,20,5871,2400
tsp/berlin52.tsp,800,16,aco,7615.000000,6586022.000000,764,5886,398
tsp/berlin52.tsp,800,17,aco,7682.000000,6581099.500000,584,5839,1695
tsp/berlin52.tsp,800,18,aco,7685.000000,6587991.500000,172,5827,1691
tsp/berlin52.tsp,800,19,aco,7679.000000,6573364.500000,258,5840,2683
tsp/berlin52.tsp,800,20,aco,7662.000000,6580183.500000,20,5842,275
tsp/eil76.tsp,1000,1,haco_no_local,571.000000,593199.000000,179,25087,1261
tsp/eil76.tsp,1000,2,haco_no_local,566.000000,616275.500000,201,25397,2395
tsp/eil76.tsp,1000,3,haco_no_local,571.000000,586153.500000,37,25369,1081
tsp/eil76.tsp,1000,4,haco_no_local,567.000000,594513.000000,42,25018,1099
tsp/eil76.tsp,1000,5,haco_no_local,568.000000,592279.500000,63,25111,1311
tsp/eil76.tsp,1000,6,haco_no_local,567.000000,597515.500000,449,24806,1035
tsp/eil76.tsp,1000,7,haco_no_local,569.000000,609218.000000,358,24900,1985
tsp/eil76.tsp,1000,8,haco_no_local,564.000000,596855.500000,145,24723,748
tsp/eil76.tsp,1000,9,haco_no_local,567.000000,594177.500000,255,24931,841
tsp/eil76.tsp,1000,10,haco_no_local,567.000000,620169.000000,15,25071,1306
tsp/eil76.tsp,1000,11,haco_no_local,566.000000,608757.500000,63,25056,833
tsp/eil76.tsp,1000,12,haco_no_local,568.000000,602125.000000,44,25118,983
tsp/eil76.tsp,1000,13,haco_no_local,565.000000,588390.000000,309,24814,947
tsp/eil76.tsp,1000,14,haco_no_local,565.000000,599078.000000,126,24910,2455
tsp/eil76.tsp,1000,15,haco_no_local,568.000000,602940.500000,33,25277,575
tsp/eil76.tsp,1000,16,haco_no_local,568.000000,582257.000000,52,25008,1945
tsp/eil76.tsp,1000,17,haco_no_local,568.000000,618652.000000,120,25164,2573
tsp/eil76.tsp,1000,18,haco_no_local,568.000000,604599.000000,11,25344,2786
tsp/eil76.tsp,1000,19,haco_no_local,567.000000,588006.000000,42,25155,1824
tsp/eil76.tsp,1000,20,haco_no_local,565.000000,604227.500000,347,25001,2105
tsp/eil76.tsp,500,1,haco_no_local,573.000000,301539.000000,21,12446,2341
tsp/eil76.tsp,500,2,haco_no_local,564.000000,297123.500000,213,12413,1602
tsp/eil76.tsp,500,3,haco_no_local,568.000000,301575.000000,118,12437,787
tsp/eil76.tsp,500,4,haco_no_local,573.000000,301370.500000,20,12450,1304
tsp/eil76.tsp,500,5,haco_no_local,565.000000,299327.500000,40,12142,1239
tsp/eil76.tsp,500,6,haco_no_local,574.000000,298322.500000,39,12099,1931
tsp/eil76.tsp,500,7,haco_no_local,576.000000,296972.000000,24,12103,1189
